genes,logFC,logCPM,LR,PValue,FDR,Sy.T4_1,Sy.T4_2,Sy.T4_3,Sy.T5_1,Sy.T5_2,Sy.T5_3,Sy.T6_1,Sy.T6_2,Sy.T6_3,Sy.T7_1,Sy.T7_2,Sy.T7_3,Sy.T8_1,Sy.T8_2,Sy.T8_3,Sy.T8_4,Sy.T9_1,Sy.T9_2,Sy.T9_3,Sy.T10_1,Sy.T10_2,Sy.T10_3,Sy.T11_1,Sy.T11_2,Sy.T11_3,Me.T1_1,Me.T1_2,Me.T1_3,Me.T2_1,Me.T2_2,Me.T2_3,Me.T3_1,Me.T3_2,Me.T3_3,Me.T4_1,Me.T4_2,Me.T4_3,M.T1_1,M.T1_2,M.T1_3,M.T2_1,M.T2_2,M.T2_3,M.T3_1,M.T3_2,M.T3_3,M.T4_1,M.T4_2,M.T4_3,Me.T5_1,Me.T5_2,Me.T5_3,PT32.T0_1,PT32.T0_2,PT32.T0_3,PT32.T1_1,PT32.T1_2,PT32.T1_3,PT32.T2_1,PT32.T2_2,PT32.T2_3,PT32.T3_1,PT32.T3_2,PT32.T3_3,PT32.T4_1,PT32.T4_2,PT32.T4_3,PT32.T5_1,PT32.T5_2,PT32.T5_3,PT32.T6_1,PT32.T6_2,PT32.T6_3,G5.T1_1,G5.T1_2,G5.T1_3,G5.T2_1,G5.T2_2,G5.T3_1,G5.T3_2,G5.T3_3,PT102.T0_1,PT102.T0_2,PT102.T0_3,PT102.T1_1,PT102.T1_2,PT102.T1_3,PT102.T2_1,PT102.T2_2,PT102.T2_3,PT102.T3_1,PT102.T3_2,PT102.T3_3,PT102.T4_1,PT102.T4_2,PT102.T4_3,PT102.T5_1,PT102.T5_2,PT102.T5_3,PT102.T6_1,PT102.T6_2,PT102.T6_3,description.x
RGA1,8.738,3.337,6601.649,0,0,2.76828074820539,0,1.06042515963679,2.02651806465829,1.5515367382766,0,0.82356176316945,1.1947287330397,0,1.11675824880035,3.19125404549102,3.88299869412474,1.32218422604854,0,1.16880850440651,1.94352322599241,2.82894005234525,0,2.29661910280222,0.933167346901776,0.86200033811343,0,0,0,0,3.2284493192371,5.00443113052726,2.86323298325181,2.9774086891743,0,3.88588655490061,5.28113326958734,3.49653244078044,2.4273530098653,9.2455299215777,7.85469950390771,3.24311052806064,5.51936750419956,7.00439951981387,3.40091799523666,3.37861450279244,0,0.73660921536945,3.15053948929206,3.68921847746623,1.55242572289771,5.32063835105826,5.04806370230593,4.36372952753914,5.29501027769872,3.55620566767601,9.38870857332327,4.23839903626468,9.49023814469553,4.00297342445434,5.32710745438984,1.33578718582199,3.34196174374845,2.84970419970885,0,3.99447523217946,0,4.0060861806881,1.69558939664065,0,3.9127628076758,5.84499992837929,5.1749348587673,0,1.62971774882489,5.73877141125526,2.76920506733428,0,648.530391544891,453.274866687942,588.000943181378,2397.77156344813,1100.85362673855,906.598563917824,2018.62805253318,1386.51193452651,1157.09241388885,1002.18572655511,949.451602832095,653.280358544579,647.052892280617,1171.37375596935,1088.67408205996,677.434613281967,715.81167928311,857.881736804498,1012.7877915527,992.04443193922,1544.29815791242,988.475788486312,966.734926312703,897.778252213444,1094.86003255488,1010.8854577324,633.65008083823,604.501841221304,634.338942293179,NA
RGA11,9.522,0.537,2683.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86200033811343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.810777632015159,0,0,0,0,0,0,0,0,0,0.88677305850971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.379735303798,401.516836927728,305.173127948641,142.487383642605,95.174665135898,71.9176745415582,75.9249336529042,62.2925651743796,306.217971458033,387.780406757506,298.569686425187,88.8816814346366,96.936762888482,182.979299135082,92.5968235044922,57.279024212459,32.8957573199959,78.8323758144674,64.4976734723753,75.3953768273807,175.075513089537,130.131785984235,87.0061433681432,58.4660222136106,121.170280282754,49.6300353925469,36.5937736654297,31.6200963100375,41.3699310191204,NA
RGA4,6.225,2.311,5619.424,0,0,17.5324447386341,7.27705450973011,8.4834012770943,10.1325903232914,8.53345206052132,8.58990215416755,7.41205586852505,4.77891493215879,6.69467801926643,7.81730774160248,0,2.91224902059356,5.28873690419416,6.67605494316103,4.67523401762602,1.29568215066161,7.07235013086312,4.38091044259572,11.4830955140111,9.33167346901776,3.44800135245372,10.69633103719,3.83564918610133,6.10910011443309,3.34056029094816,8.39396823001647,14.2983746586493,7.15808245812953,2.9774086891743,2.74236518213237,4.66306386588073,5.28113326958734,2.62239933058533,2.4273530098653,4.26716765611278,6.28375960312617,2.43233289604548,8.67329179231359,9.33919935975183,12.243304782852,2.70289160223395,3.94277900380773,2.20982764610835,3.93817436161508,7.37843695493247,8.53834147593743,10.6412767021165,3.36537580153728,14.9613583801342,7.28063913183575,12.0910992700984,6.57209600132629,11.3023974300392,2.71149661277015,16.0118936978174,2.13084298175594,10.686297486576,14.2033374109309,4.27455629956328,6.24566177787615,0,2.89976482736782,8.0121723613762,11.8691257764845,2.55187073354664,2.60850853845053,3.89666661891953,2.58746742938365,8.67596337024931,8.14858874412447,5.73877141125526,5.53841013466856,6.80092512111961,518.69249811568,667.62630306863,493.512192268409,854.924301855627,497.287625335067,513.593897988703,571.178399957628,567.331211856984,416.359613365863,454.508853374869,507.568466922818,217.76011951486,282.328321912704,446.346993287669,333.348564616172,261.060168045246,331.589233785558,364.7929547493,336.433810274822,337.295106859335,619.370918948833,544.187468661347,518.169920503609,553.478343622181,508.482426186555,478.015604044004,581.648402471567,518.941580617674,421.360408528078,NA
RGA9,10.69,2.628,6374.177,0,0,0,0,0,0,0.775768369138302,0,0,0,0,0,0,0,2.64436845209708,0,0,0,0,1.09522761064893,1.14830955140111,0,1.72400067622686,0,0,0,0,1.93706959154226,0.714918732932465,0,0.744352172293575,0,0,0.880188878264557,0,1.6182353399102,0,0.785469950390771,1.62155526403032,0,2.33479983993796,0,0,0,0.73660921536945,0,0.737843695493247,0.776212861448857,0.88677305850971,0,0,3.3093814235617,0.711241133535202,0.938870857332327,0,0,0,0,0,0,0,0,0,0,0,0,1.27593536677332,0,0,0,0,0,0,0,1.7002312802799,458.057542808637,422.42917218438,425.837816614527,1257.10643310491,598.807268146692,462.016575842737,951.499627246488,484.274458291144,814.564011032633,628.254620038946,646.104801424105,481.072100764971,494.377490731258,707.417876154041,747.388646857687,410.866846754754,488.173038628739,545.643699264843,536.899552148421,654.749325079885,1119.82262145949,720.325441609706,765.654061639661,565.171548064903,694.565356620784,483.239818295852,383.271629443185,368.281121728672,386.119356178457,NA
RPV1,7.412,0.098,2208.257,0,0,4.61380124700899,1.21284241828835,0,0,0,0,0,1.1947287330397,1.91276514836184,0,0,0,1.32218422604854,0,0,0,2.82894005234525,0,1.14830955140111,0,0.86200033811343,1.18848122635444,0,0,0,1.29137972769484,0,0,0.744352172293575,0.685591295533092,0,0.880188878264557,0.87413311019511,1.6182353399102,0.711194609352131,0.785469950390771,0.810777632015159,0,5.25329963986041,1.36036719809466,1.35144580111698,0,0.73660921536945,0.787634872323016,0.737843695493247,0.776212861448857,1.77354611701942,1.68268790076864,1.87016979751677,2.64750513884936,0,1.87774171466465,0,1.35574830638508,1.33432447481811,0,0,0,0,2.08188725929205,0,0,0,0,0,0,0,0,0,0,1.14775428225105,0,0,97.543188972199,166.253065290387,107.895938542511,206.836524642491,83.2778319939108,61.7474983437621,119.808152186234,75.688815749515,55.6759948105514,74.2826103853664,75.2395609791472,34.4416515559217,50.8918005164531,60.4826972036464,75.4002705679437,47.365346944918,51.3173814191936,68.0122458007169,64.4976734723753,66.1362954626147,297.29804109544,184.024747856494,189.48004555729,122.129024179542,162.281625378688,83.5874280295527,75.1135354185136,100.440305926001,78.1432030361163,NA
RUN1,9.524,3.47,7998.436,0,0,2.76828074820539,7.27705450973011,4.24170063854715,1.01325903232914,0,1.07373776927094,4.11780881584725,1.1947287330397,0,3.35027474640106,2.12750269699401,0.970749673531186,3.96655267814562,1.11267582386017,2.33761700881301,3.88704645198482,9.90129018320836,2.19045522129786,1.14830955140111,1.86633469380355,3.44800135245372,2.37696245270889,1.27854972870044,3.66546006865986,0,1.93706959154226,3.57459366466233,0.715808245812953,0,1.37118259106618,0,0,1.74826622039022,1.6182353399102,0.711194609352131,0,1.62155526403032,1.57696214405702,1.75109987995347,0,2.70289160223395,0,0,1.57526974464603,0,0.776212861448857,0,0.841343950384321,0,5.29501027769872,1.4224822670704,7.51096685865862,1.41279967875489,1.35574830638508,0,1.06542149087797,1.33578718582199,3.34196174374845,1.42485209985443,0,1.99723761608973,2.89976482736782,0,0,0,0,0,2.58746742938365,3.25348626384349,1.62971774882489,4.59101712900421,0,0,879.206851952118,1031.50093653438,923.819071426117,2197.82958962706,1088.1636713871,734.432009712276,1311.62064282953,714.020155654716,1485.0966441858,1260.28632196189,1212.19292688626,742.162039979216,788.822908005022,1111.65666252778,947.133223274521,630.069266337049,734.233303382308,834.69574391789,815.808410407341,800.249175097638,2148.80417480648,1628.61901852997,1308.9590902274,1095.26348280164,1510.30099352432,932.522243954697,924.474282074013,1056.48321788831,893.284066079526,NA
VITMroCarlos_v1.3.g00018,2.096,-0.964,103.789,2.25055339798928E-24,1.57378783815327E-23,10.1503627434198,8.48989692801847,5.30212579818394,1.01325903232914,3.87884184569151,0,4.9413705790167,3.58418619911909,3.82553029672367,5.58379124400177,0,4.85374836765593,0,3.33802747158051,3.50642551321952,1.29568215066161,4.24341007851787,1.09522761064893,0,1.86633469380355,1.72400067622686,3.56544367906333,7.67129837220266,6.10910011443309,1.67028014547408,36.1586323754556,40.7503677771505,49.3907689610937,30.5184390640366,21.2533301615259,29.5327378172446,12.3226442957038,14.8602628733169,12.9458827192816,16.357476015099,11.7820492558616,8.91855395216675,33.1162050251974,36.1893975190384,42.1713831409346,20.9474099173131,19.7138950190386,18.4152303842362,15.7526974464603,10.3298117369055,14.7480443675283,23.9428725797622,23.557630610761,24.9355973002237,15.8850308330962,13.5135815371688,28.1661257199698,0,1.35574830638508,0,1.06542149087797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7260480930805,27.7088442150645,24.2606252344108,14.5551628452123,11.1037109325214,15.2552642966942,12.5380624380943,18.0849382764328,33.88973597164,22.6624913040101,20.3027386769127,13.3322522151955,20.5990621138024,13.015263955215,21.1649882295982,6.60911817836065,19.7374543919975,6.18293143642881,12.2022625488278,13.2272590925229,4.95496735159066,6.57231242344622,5.80040955787622,5.19697975232095,6.49126501514751,5.22421425184704,3.85197617530839,5.58001699588896,4.59665900212449,NA
VITMroCarlos_v1.3.g00032,3.173,-1.013,247.457,9.30939258445097E-56,1.47259025142143E-54,3.69104099760719,3.63852725486506,1.06042515963679,0,3.10307347655321,0,0,1.1947287330397,0,0,0,0,2.64436845209708,0,1.16880850440651,0,0,0,0,0,0,1.18848122635444,0,0,0,0,2.85967493172986,0.715808245812953,0,0.685591295533092,0.777177310980122,0,0.87413311019511,0.809117669955098,0.711194609352131,0.785469950390771,0.810777632015159,1.57696214405702,1.16739991996898,0,2.70289160223395,0.657129833967954,0.73660921536945,0.787634872323016,0,0,0.88677305850971,1.68268790076864,0.623389932505591,0.661876284712341,0.711241133535202,0,24.0175945388332,13.5574830638508,33.3581118704528,28.7663802537051,36.0662540171938,27.5711843859247,34.1964503965062,35.3920834079649,19.9723761608973,23.1981186189425,22.0334739937846,30.5206091395316,15.3112244012798,26.0850853845053,23.3799997135172,56.9242834464403,41.2108260086842,45.632096967097,57.3877141125526,51.2302937456842,30.6041630450382,6.59075601163507,15.6842514424894,0,0.766061202379594,6.34497767572653,5.81152925588349,1.39311804867714,2.67925011502708,20.5759111256386,18.8854094200084,13.1370662027082,24.4424623945251,32.7161574748627,21.4369053380012,38.3615411661468,31.9440711954098,30.2640967343962,21.6402600275008,33.1204269182468,21.1636145480367,24.7748367579533,27.6037121784741,46.4032764630097,61.0645120897711,28.1288150656392,49.6300353925469,44.2977260160465,55.8001699588896,36.7732720169959,NA
VITMroCarlos_v1.3.g00059,1.056,1.257,189.826,3.46997690795886E-43,4.22712787421468E-42,25.8372869832503,24.256848365767,32.8731799487404,22.2916987112411,24.0488194432873,18.253542077606,27.1775381845919,35.8418619911909,31.5606249479703,30.1524727176096,21.2750269699401,47.5667340030281,39.6655267814562,36.7183021873856,22.2073615837236,40.8139877458406,35.3617506543156,41.6186492046593,34.4492865420333,43.8588653043835,30.17001183397,34.4659555642789,35.7993924036124,34.2109606408253,43.4272837823261,61.340537065505,65.0576046968543,75.875674056173,86.3448519860547,100.781920443365,123.571192445839,100.34153212216,111.014904994779,136.740886222412,109.523969840228,89.5435743445479,106.211869793986,51.2512696818531,79.9668945178751,70.0589107018752,89.8711457742789,81.4840994120263,83.9734505521173,101.604898529669,101.822429978068,112.550864910084,142.770462420063,234.734962157226,132.158665691185,134.360885796605,108.819893430886,138.952886885184,21.1919951813234,14.9132313702358,21.3491915970898,14.9159008722915,24.0441693447959,19.2162800265536,0,8.3275490371682,25.9640890091665,15.948706550523,2.00304309034405,25.4338409496097,10.2074829341865,13.0425426922527,38.9666661891953,25.8746742938365,27.1123855320291,21.1863307347236,8.03427997575736,23.5382430723414,8.50115640139951,41.5217628733009,63.7826225327901,54.26718802434,59.7527737856084,54.7254324531414,82.0878507393543,71.7455795068728,83.7265660945962,93.19677392201,59.1742828493597,56.1311010479352,83.3265763449718,102.995310569012,71.9667536347184,146.832105842838,129.979324174426,114.477235473586,120.567163010362,123.765805852396,104.495346830931,80.9311334093141,60.4652742957052,85.0726735155178,131.223738746104,64.9126501514751,122.769034918406,140.597130398756,61.3801869547786,128.706452059486,NA
VITMroCarlos_v1.3.g00068,-1.95,-1.031,26.118,3.21238790467227E-07,8.4045429695277E-07,3.69104099760719,2.4256848365767,3.18127547891036,11.1458493556206,44.9945654100215,5.36868884635472,3.2942470526778,4.77891493215879,4.78191287090459,6.70054949280212,4.25500539398803,12.6197457559054,7.93310535629124,61.1971703123094,2.33761700881301,55.7143324784491,5.65788010469049,2.19045522129786,8.03816685980776,1.86633469380355,24.9980098052895,1.18848122635444,3.83564918610133,3.66546006865986,51.7786845096965,22.5991452346597,23.5923181867714,1.43161649162591,14.1426912735779,30.8516082989891,17.0979008415627,2.64056663479367,18.3567953140973,9.70941203946118,17.0686706244511,12.5675192062523,1.62155526403032,21.2889889447697,2.91849979992245,22.446058768562,10.8115664089358,38.7706602041093,35.3572423377336,22.0537764250445,2.95137478197299,2.32863858434657,1.77354611701942,34.4951019657572,20.5718677726845,27.7988039579183,0,33.7993508639638,5.65119871501958,8.13448983831045,2.66864894963623,7.45795043614577,1.33578718582199,3.34196174374845,61.2686402937403,4.1637745185841,0,1.44988241368391,4.0060861806881,30.5206091395316,1.27593536677332,0,38.9666661891953,10.3498697175346,2.16899084256233,1.62971774882489,3.44326284675315,2.76920506733428,1.7002312802799,0,0,0,2.29818360713878,0.793122209465817,0,0.696559024338571,0,7.26208627963714,17.6263821253412,17.9141811855112,1.11102101793296,3.63512860831807,6.89043385864326,5.29124705739956,45.1623075521311,25.0007755631969,18.5487943092864,17.4318036411825,0,3.30331156772711,1.31446248468924,0,1.29924493808024,2.16375500504917,7.83632137777056,3.85197617530839,3.72001133059264,1.53221966737483,NA
